,hotel_name,id,hotel_price,hotel_nreview,hotel_one_review,hotel_rating,great_for_walker_rating,restaurants_nearby,nearby_attractions,ranking,description,location_rating,cleanliness_rating,service_rating,value_rating,QA_number,room_tips_number
20,The Inn At Longwood Medical,property_77638,212,122,"Metropolitan mid-priced hotel in Fenway featuring a gift shop, free wifi and a restaurant.",5.0,93.0,194.0,26.0,#9 of 96 hotels in Boston,"The Inn at Longwood Medical center is open and available for reservations.  All of our staff are in masks and we require our guests to wear masks as well.  There are ample hand sanitizing stations throughout the hotel.  Our Longwood Grille is open for dining with socially distanced tables, as is the Galleria Food Court.  Hotel public spaces are sprayed daily with electromagnetic sanitizer.",5.0,4.5,5.0,4.5,11.0,14.0
21,LakeHouse Inn,property_126089,165,251,"Restored lake-view rooms in a quaint mid-range hotel with breakfast, canoes and an outdoor fireplace.",5.0,0.0,0.0,0.0,#1 of 9 hotels in Lee,"Whether you are planning a relaxing retreat, seeking a couple's getaway, or traveling with a group, the LakeHouse Inn invites guests to experience a luxury waterfront stay. The Inn sits on top of a cliff providing some of the best Berkshire views and sunsets. The LakeHouse's accommodations, mindful service, waterfront location and amenities contribute to the true Berkshire experience.",5.0,5.0,5.0,4.5,3.0,63.0
22,Hilton Boston / Woburn,property_93974,183,513,"Contemporary rooms in a tranquil mid-priced hotel with public wifi, a bar and private balconies.",4.0,37.0,21.0,1.0,#4 of 13 hotels in Woburn,"A Cleaner Stay from Check-in to Check-Out
Hilton has partnered with RB, makers of Lysol® &amp; Dettol®*, to help deliver an even cleaner stay for our guests with the Hilton CleanStay program. Building on our already rigorous cleaning standards, the program includes:

-Hilton CleanStay Room Seal&nbsp;to indicate that&nbsp;guest rooms haven’t been accessed&nbsp;since they were cleaned
-Extra disinfection of top 10&nbsp;high&nbsp;touch&nbsp;areas in&nbsp;guest&nbsp;rooms&nbsp;including light switches and door handles
-Increased&nbsp;cleaning&nbsp;frequency of&nbsp;public&nbsp;areas&nbsp;and fitness&nbsp;centers
-Guest-accessible disinfecting wipes&nbsp;at entrances and high traffic areas
-Enhanced cleaning &amp; other changes to&nbsp;buffets, in-room dining and meeting spaces
-Industry-leading&nbsp;contactless check-in and check-out with Digital Key&nbsp;at more than 4,700 properties globally

Our promise is to deliver the same level of reliable and friendly service you’d expect from Hilton, but with the added confidence of industry-leading hygiene practices created to keep you safe.",4.0,4.0,4.0,4.0,9.0,45.0
23,"Mandarin Oriental, Boston",property_1136705,795,981,"Romantic upscale hotel in Back Bay featuring stately contemporary rooms with in-room breakfast, a hot tub and bike rentals.",4.5,100.0,150.0,62.0,#1 of 96 hotels in Boston,"An intimate, luxurious hotel, Mandarin Oriental, Boston combines classic New England elegance with refined Oriental touches to create one of the most distinctive hospitality experiences in the region. Awarded both Forbes Five-Stars and AAA Five-Diamonds, Mandarin Oriental, Boston features 148 guestrooms and suites over 14 floors, delighting its guests with the finest facilities and service, innovative dining experiences and an unparalleled holistic Five-Star awarded spa. A short, 15-minute drive to Logan International Airport, Mandarin Oriental, Boston connects guests to the city's finest shopping, cultural venues and business institutions from its prime location in the heart of the chic Back Bay on Boylston Street.",5.0,5.0,5.0,4.0,4.0,100.0
24,MGM Springfield,property_15005898,599,849,"Modern mid-priced hotel offering sleek contemporary rooms with a bar, a convenience store and a casino.",3.5,91.0,43.0,9.0,#6 of 9 hotels in Springfield,"Casino &amp; Amenities Now Open! Hotel reopening at a later date. If you’re looking for a trendy hotel in Springfield, look no further than MGM Springfield. For those interested in checking out popular landmarks while visiting Springfield, MGM Springfield is located a short distance from Springfield Central Library (0.4 mi) and Springfield College (1.5 mi). Guest rooms offer amenities such as a flat screen TV and air conditioning, and guests can go online with wifi. MGM Springfield features room service and a concierge, to help make your stay more enjoyable. The property also boasts a pool and a lounge. If you are driving to MGM Springfield, free parking is available. When you’re feeling hungry, be sure to check out Jack's Lobster Shack, The Chandler Steakhouse, and Cal Mare, which are some seafood restaurants that are popular with locals and out-of-towners alike. Springfield is also known for some great monuments and statues, including Dr. Seuss National Memorial Sculpture Garden, William Pynchon Statue, and Naismith Memorial Basketball Hall of Fame, which are not too far from MGM Springfield. The staff at MGM Springfield looks forward to serving you during your upcoming visit. Due to current uncertainty as a result of COVID-19, all reservations are subject to cancellation by MGM Resorts.",4.0,4.5,4.0,4.0,18.0,33.0
25,Four Seasons Hotel Boston,property_89585,577,2244,"Lovely luxury hotel in Downtown featuring airy park-view rooms with board games, a restaurant and a fitness center.",4.5,100.0,110.0,61.0,#14 of 96 hotels in Boston,"At Four Seasons, we are focused on providing guests and employees with the confidence that their health and safety is our first priority. We have implemented full-scale enhancements to our already stringent procedures through our global health and safety program, Lead With Care. Grounded in health care expertise and enabled by access to leading technologies and tools, Lead With Care sets out clear procedures that educate and empower employees to take care of guests and each other. 

As you think about your travel plans, we invite you to visit Welcome Back, a centralized place to find the latest information about Lead With Care, property reopenings and current facility availability. Please also review all government entry and exit requirements and any relevant travel restrictions.

While the Four Seasons experience may look different, it will feel the same. It will still be our people delivering the same intuitive service and personalized care for which our brand is known and trusted.",5.0,5.0,5.0,4.0,14.0,100.0
26,Boston Harbor Hotel,property_89575,566,2293,"Charming family-friendly hotel in Downtown featuring airy river-view rooms with a patio, a breakfast buffet and a heated pool.",4.5,100.0,124.0,29.0,#5 of 96 hotels in Boston,"Take comfort in knowing the Boston Harbor Hotel's highest priority remains the health and safety of our associates, guests, neighbors, family &amp; friends. Whether you have an existing reservation with us, or are considering a future visit to our hotel, please know that we have escalated our health &amp; safety precautions to ensure that everything we do meets or exceeds the guidelines set by both the Centers for Disease Control and Prevention (CDC) and the World Health Organization (WHO). We will continue to elevate our standards as best practices evolve.

When you’re ready, we look forward to delivering the same great Beyond Compare hospitality you've come to know and love at our waterfront hotel – an iconic beacon of hope for the city of Boston. We encourage you to review the Boston Harbor Hotel Enhanced Health &amp; Safety Guidelines at <a data-encoded-url=""aEx5X2h0dHBzOi8vd3d3LmJoaC5jb20vdHJhdmVsLXVwZGF0ZV8ydFU="" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://www.bhh.com/travel-update"">https://www.bhh.com/travel-update</a> in which summarizes what you should expect when you visit us.",5.0,5.0,5.0,4.5,23.0,100.0
27,"Four Seasons Hotel One Dalton Street, Boston",property_16901250,533,82,"Lavish hotel in Symphony offering city-view rooms with a breakfast buffet, a pool and a concierge.",4.5,100.0,152.0,41.0,#79 of 96 hotels in Boston,"At Four Seasons, we are focused on providing guests and employees with the confidence that their health and safety is our first priority. We have implemented full-scale enhancements to our already stringent procedures through our global health and safety program, Lead With Care. Grounded in health care expertise and enabled by access to leading technologies and tools, Lead With Care sets out clear procedures that educate and empower employees to take care of guests and each other. 

As you think about your travel plans, we invite you to visit Welcome Back, a centralized place to find the latest information about Lead With Care, property reopenings and current facility availability. Please also review all government entry and exit requirements and any relevant travel restrictions.

While the Four Seasons experience may look different, it will feel the same. It will still be our people delivering the same intuitive service and personalized care for which our brand is known and trusted.",4.5,5.0,4.5,4.5,1.0,5.0
28,"The Ritz-Carlton, Boston",property_222955,581,1025,"Urban premium hotel in Downtown featuring chic park-view rooms with a concierge, breakfast and a sauna.",4.5,0.0,0.0,0.0,#47 of 96 hotels in Boston,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""RDVSX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fV1Qy"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.5,4.5,4.5,4.0,9.0,100.0
29,"The Envoy Hotel, Autograph Collection",property_8112658,485,700,"Located in Seaport District, this intimate high-end hotel offers ocean-view rooms, bike rentals and a rooftop bar.",4.5,100.0,99.0,19.0,#43 of 96 hotels in Boston,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""UjlqX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fSjZN"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.5,4.5,4.5,4.0,8.0,100.0
30,Mirbeau Inn & Spa Plymouth,property_6847426,465,587,"Enchanting premium hotel offering striking rooms, a golf course and breakfast.",4.5,0.0,0.0,0.0,#2 of 10 hotels in Plymouth,"""Here at Mirbeau Inn &amp; Spa the health, safety, and comfort of our guests are our top priorities. We've taken steps to meet and exceed all CDC and state directives for maintaining a safe environment for our staff and visitors. A comprehensive, up-to-date description of our policies and services can be found on our website at <a data-encoded-url=""U2NHX2h0dHBzOi8vcGx5bW91dGgubWlyYmVhdS5jb20vY292aWQtMTkvX1RqMA=="" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://plymouth.mirbeau.com/covid-19/"">https://plymouth.mirbeau.com/covid-19/</a>  We look forward to having you back soon! "" -- Patty McPherson, General Manager",4.5,5.0,4.5,4.0,13.0,100.0
31,Archer Hotel Burlington,property_12883109,222,330,"Contemporary rooms in a trendy family-friendly hotel with a concierge, a fitness center and a restaurant.",5.0,50.0,56.0,5.0,#1 of 8 hotels in Burlington,"Burlington is Boston's most buzzy northwest suburb and home to 3rd Ave, a fashionable town center with distinctive dining, unique shops and the region's only Wegmans. Archer joins the wonderfully walkable neighborhood with a four-story boutique hotel designed to showcase a signature industrial-chic style brimming with curated local touches. Here, Archer greets guests with refined design, 147 luxe guest rooms and suites, chic venues for meetings and events, a lively cocktail bar and patio and stellar, sincere service. Curated house art throughout the hotel — public spaces, rooms, corridors — incorporates a local flavor, while each room’s five-star bedding, walk-in shower, complimentary Nespresso® coffee experience and whimsical slippers underscore Archer’s unique boutique experience.",5.0,5.0,5.0,4.5,5.0,39.0
32,"The Liberty, a Luxury Collection Hotel, Boston",property_647006,379,1149,"Located in West End, this enchanting business-friendly hotel with striking river-view rooms offers bikes for guests, breakfast and yoga classes.",4.0,100.0,47.0,12.0,#55 of 96 hotels in Boston,"We are working diligently to ensure that our hotel continues to provide essential services in this challenging environment.

We take standards for hygiene and cleanliness very seriously; we are closely monitoring and following the CDC and WHO guidance regarding COVID-19, as well as guidance from local health authorities. Our health and safety measures include everything from handwashing hygiene, to hospital grade cleaning product specifications for guest room and common area cleaning procedures. If a colleague exhibits symptoms of COVID-19, they are instructed not to return to work and instead seek appropriate medical attention. Should a guest exhibit symptoms, our priority is to safely relocate them to a place where they may receive appropriate medical attention.
 
With the COVID-19 situation rapidly evolving, we recommend that all guests consult local authorities to understand the latest travel restrictions before they commence their travel.",4.5,4.5,4.0,3.5,18.0,100.0
33,Mansion House,property_294536,197,921,"Spacious bay-view rooms in a pleasant business-friendly hotel with a hot tub, beach access and a rooftop terrace.",4.5,79.0,25.0,11.0,#1 of 4 hotels in Vineyard Haven,"New Free 48 Hour Change of Dates for all 2020 reservations.
Changing Times, Changing Rates- please call 508-693-2200.
Rooms Cleaned and Unoccupied between Guest Arrivals.

In addition to enhanced cleaning protocols, all guest rooms are immediately cleaned after check-out  and kept unoccupied for at least 24 hours before arrivals. As a winner of the AAA Best of Housekeeping 2020 Award, Mansion House Inn is confident in our unparalleled housekeeping service. Guests can also take advantage of our new 48 Hour Change of Date Policy, allowing reservations to be changed to later dates up to two days before arrival in these uncertain times.",4.5,5.0,4.5,4.0,19.0,100.0
34,Bostonian Boston,property_114150,199,2233,"Enchanting family-friendly hotel in Downtown offering striking contemporary rooms with a bar, a fitness center and evening entertainment.",4.5,100.0,334.0,92.0,#38 of 96 hotels in Boston,"More information about our health &amp; safety standards and how we address levels of of hygiene and sanitation can be found on our website:  <a data-encoded-url=""dUVSX2h0dHA6Ly93d3cubWlsbGVubml1bWhvdGVscy5jb20vZW4vb2ZmZXJzL2dsb2JhbC93ZWNsZWFuY2FyZXdlbGNvbWVfaGdP"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""http://www.millenniumhotels.com/en/offers/global/wecleancarewelcome"">www.millenniumhotels.com/en/offers/global/wecleancarewelcome</a>",5.0,4.5,4.5,4.0,33.0,100.0
35,The Westin Boston Waterfront,property_595373,309,3228,"Located in Seaport District, this urban family-friendly hotel offers harbor-view rooms, a patio and a bar.",4.0,92.0,26.0,5.0,#51 of 96 hotels in Boston,"•	Automatic touchless front doors for entering and exiting the hotel.
•	All staff required to wear facemasks and gloves as part of uniform.
•	Self-parking available to all guests driving to the hotel.
•	Hand sanitizing stations placed throughout all public spaces.
•	Social distancing signage placed throughout the hotel.     
•	Limited guests in elevators .
•	Plexiglass barrier at front desk for check-in.     
•	EPA Hospital grade disinfectant used to clean all guest rooms. 
•	Keyless mobile check-in available to all Marriott Bonvoy members.
•	Additional staff scheduled to clean all public area surfaces using EPA Hospital grade disinfectant.",4.0,4.5,4.0,3.5,55.0,100.0
36,Boston Marriott Long Wharf,property_111417,401,2564,"Picturesque family-friendly hotel in Downtown offering ocean-view rooms, a nightclub and a restaurant.",4.0,100.0,175.0,51.0,#41 of 96 hotels in Boston,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""b1J0X2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fTTJD"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",5.0,4.5,4.5,4.0,36.0,100.0
37,The Kelley House,property_115118,172,623,"Striking contemporary rooms in an enchanting mid-priced hotel with a poolside bar, bikes for guests and a private pool.",4.5,98.0,36.0,18.0,#2 of 6 hotels in Edgartown,"YOUR COMFORT &amp; SAFETY ARE OUR TOP PRIORITY

Our most important consideration is the well-being of our community and guests, and as the COVID-19 situation evolves we continue to update our policies and procedures to implement guidance from the Centers for Disease Control and Prevention (CDC) and the World Health Organization (WHO). As we prepare to welcome our guests once again, we are committed to providing a safe environment that aligns with local, state, and federal guidance for working to defeat COVID-19.

The Kelley House COVID-19 Task Force consists of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, Our Task Force is heightening and refining our already high cleaning and safety standards and is actively monitoring the latest guidelines and protocols from the CDC, WHO, and state and local health officials as well as hospitality industry experts.",5.0,4.0,4.0,4.0,8.0,100.0
38,The Verb Hotel,property_6485213,293,4166,"Located in Fenway, this trendy business-friendly hotel offers stately rooms, evening entertainment and a restaurant.",4.5,100.0,91.0,25.0,#6 of 96 hotels in Boston,"Greetings Rock Star,
As we begin to welcome you, our Rock Stars back to The Verb Hotel, we are committed to providing a safer environment for all guests and staff members. Our strategies and protocols stay in tune with the World Health Organization, Center for Disease Control and our Local Government guidelines currently set in place. We are and will be consistently evolving with the most up to date information as it is provided to us.
Earlier this year we received the “AAA inspector’s Best of Housekeeping 2020” award combined with our continued 5- Star Trip Advisor Score for cleanliness validates our passion and commitment to providing a safe and healthy environment for your stay. Please visit <a data-encoded-url=""T2JIX2h0dHA6Ly93d3cudGhldmVyYmhvdGVsLmNvbV9XQkQ="" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""http://www.theverbhotel.com"">www.theverbhotel.com</a> for more details.
If you have any questions or concerns, please call me directly at (410) 977.1989 or email me at paul@theverbhotel.com. 

Kindest Regards

Paul Leader, General Manager",4.5,5.0,4.5,4.5,45.0,100.0
39,Boston Marriott Copley Place,property_111416,232,3913,"Located in Back Bay, this metropolitan family-friendly hotel with spacious magnificent rooms offers a concierge, a hot tub and a restaurant.",4.0,100.0,150.0,55.0,#70 of 96 hotels in Boston,"We are committed to offering an environment that aligns with expert protocols for working to defeat COVID-19. Consisting of in-house and outside experts in food and water safety, hygiene and infection prevention, and hotel operations, our Marriott Cleanliness Council is redefining our cleaning and safety standards. Starting with our public spaces and high-traffic areas, Marriott is going above and beyond our normal protocols. We are cleaning surfaces with increased frequency, dedicated staff, and recommended cleaning agents. Marriott has elevated our rigorous protocols to thoroughly clean all surfaces with hospital-grade disinfectants. We will be placing disinfectant wipes in rooms. Hand sanitizing stations are being installed at hotel entrances, at our front desks, our elevator banks, and meeting spaces. Signage in public spaces will remind Marriott guests to maintain social distancing. Read more about Marriott’s Commitment to Clean by visiting <a data-encoded-url=""d2RZX2h0dHBzOi8vY2xlYW4ubWFycmlvdHQuY29tLy5fQWM1"" class=""_2wKz--mA a3Y9GQ0Y"" target=""_blank"" href=""https://clean.marriott.com/."">https://clean.marriott.com/.</a>",4.5,4.5,4.0,3.5,63.0,100.0
